Id,WnvPresent
1,0.00732431095093
2,0.00025711231865
3,0.00273800943978
4,1.81633845386e-06
5,2.79644751799e-07
6,0.000141208423884
7,0.00732431095093
8,0.00732431095093
9,0.00682586804032
10,0.000268882198725
11,0.00294841453433
12,1.84771658951e-06
13,2.5758200195e-07
14,0.000117294104712
15,0.00682586804032
16,0.00682586804032
17,0.00641790544614
18,0.000229786543059
19,0.00225443812087
20,2.97932410831e-06
21,1.88295103953e-07
22,0.000104742350231
23,0.00641790544614
24,0.00641790544614
25,0.000208904602914
26,1.91361978068e-05
27,9.68689200818e-05
28,2.25419611866e-08
29,1.63060620562e-09
30,6.97363987001e-07
31,0.000208904602914
32,0.000208904602914
33,0.000332320923917
34,2.26437223318e-05
35,0.000154610999743
36,2.95037345666e-08
37,2.41546649349e-09
38,9.1379058631e-07
39,0.000332320923917
40,0.000332320923917
41,0.000189256519661
42,1.45528574649e-05
43,8.43832458486e-05
44,1.66312954519e-08
45,1.34302036159e-09
46,5.23105143202e-07
47,0.000189256519661
48,0.000189256519661
49,0.000273563317023
50,2.23496335821e-05
51,0.000131110791699
52,2.51695446707e-08
53,2.12745798756e-09
54,8.29165060168e-07
55,0.000273563317023
56,0.000273563317023
57,0.00214714114554
58,0.000167155041709
59,0.00111228681635
60,2.94622708452e-07
61,3.51934126286e-08
62,1.38761697599e-05
63,0.00214714114554
64,0.00214714114554
65,0.00101072737016
66,8.587060438e-05
67,0.000693194044288
68,1.24422470549e-07
69,1.37844615722e-08
70,5.33134334546e-06
71,0.00101072737016
72,0.00101072737016
73,0.00141906109639
74,4.40177209384e-05
75,0.000430043321103
76,9.01779060314e-08
77,8.85207462886e-09
78,3.3753453863e-06
79,0.00141906109639
80,0.00141906109639
81,0.000623956846539
82,5.33539314347e-05
83,0.000366473890608
84,5.63409052745e-08
85,5.15512299515e-09
86,2.10428788705e-06
87,0.000623956846539
88,0.000623956846539
89,0.000782333896495
90,3.35813856509e-05
91,0.000269834970823
92,5.21798213526e-08
93,4.85927831306e-09
94,1.67725499978e-06
95,0.000782333896495
96,0.000782333896495
97,0.00107868167106
98,4.70928753202e-05
99,0.000373281596694
100,7.93410421807e-08
101,7.04799196782e-09
102,2.51490178016e-06
103,0.00107868167106
104,0.00107868167106
105,0.00101171142887
106,9.9337179563e-05
107,0.000989669351839
108,1.17893669938e-07
109,8.39134095543e-09
110,4.18746640207e-06
111,0.00101171142887
112,0.00101171142887
113,0.0153122274205
114,0.00125022733118
115,0.00692727882415
116,5.21045649293e-06
117,4.27083250543e-07
118,0.000272299454082
119,0.0153122274205
120,0.0153122274205
121,5.6942437368e-05
122,1.24486973618e-06
123,2.1945556e-05
124,2.60648680417e-09
125,7.27282192803e-11
126,3.93159425016e-08
127,5.6942437368e-05
128,5.6942437368e-05
129,0.0052969106473
130,0.000722559867427
131,0.00320579879917
132,1.25366693737e-06
133,1.4008058713e-07
134,6.86949060764e-05
135,0.0052969106473
136,0.0052969106473
137,0.00298877665773
138,0.000133222332806
139,0.00133920647204
140,4.83193275613e-07
141,1.90410514023e-08
142,1.20869872262e-05
143,0.00298877665773
144,0.00298877665773
145,0.00545208714902
146,0.000162364114658
147,0.00200853100978
148,2.51250935435e-06
149,1.66790783851e-07
150,7.03810728737e-05
151,0.00545208714902
152,0.00545208714902
153,0.00951435789466
154,0.000343751627952
155,0.00342012196779
156,2.58379895968e-06
157,3.68430448816e-07
158,0.000225362615311
159,0.00951435789466
160,0.00951435789466
161,0.00051063648425
162,5.79854031457e-06
163,0.000116395181976
164,2.26801404324e-08
165,8.49138481751e-10
166,6.71106477057e-07
167,0.00051063648425
168,0.00051063648425
169,0.00345070520416
170,0.000165122750332
171,0.00171726359986
172,5.18565741459e-07
173,6.80462264313e-08
174,2.69440297416e-05
175,0.00345070520416
176,0.00345070520416
177,0.00216786423698
178,0.000157468544785
179,0.00105739780702
180,4.55364101981e-07
181,3.77436251142e-08
182,1.77807560249e-05
183,0.00216786423698
184,0.00216786423698
185,0.00241796649061
186,0.000154314519023
187,0.00165997957811
188,4.37674287923e-07
189,3.81220175427e-08
190,1.7179230781e-05
191,0.00241796649061
192,0.00241796649061
193,0.00595896970481
194,0.00014712351549
195,0.00137561780866
196,1.29454849684e-06
197,1.24198891172e-07
198,6.07298243267e-05
199,0.00595896970481
200,0.00595896970481
201,0.00264779571444
202,0.000159295726917
203,0.00116346334107
204,3.5866298731e-07
205,5.38698756714e-08
206,1.83656648005e-05
207,0.00264779571444
208,0.00264779571444
209,0.000815901905298
210,3.18315578625e-05
211,0.000285124056973
212,4.51890613817e-08
213,4.82783102385e-09
214,1.63225058714e-06
215,0.000815901905298
216,0.000815901905298
217,0.00138595164753
218,0.000128186889924
219,0.000830552191474
220,1.39416215461e-07
221,1.52518975227e-08
222,6.47620981908e-06
223,0.00138595164753
224,0.00138595164753
225,0.000369078916265
226,2.9823724617e-05
227,0.000240499517531
228,3.36229355469e-08
229,2.92757973419e-09
230,1.13564271942e-06
231,0.000369078916265
232,0.000369078916265
233,0.00353927817196
234,0.000107826926978
235,0.000962003075983
236,3.98971678806e-07
237,2.99480085175e-08
238,1.40883548738e-05
239,0.00353927817196
240,0.00353927817196
241,0.00374282384291
242,0.000601154577453
243,0.00248236162588
244,8.24995652238e-07
245,4.527386821e-08
246,3.24518987327e-05
247,0.00374282384291
248,0.00374282384291
249,0.0107291378081
250,0.000955669092946
251,0.0049074520357
252,3.48841012965e-06
253,3.451169448e-07
254,0.000159042421728
255,0.0107291378081
256,0.0107291378081
257,0.00204156083055
258,0.00019465549849
259,0.00175598298665
260,2.55917967706e-07
261,2.1279216611e-08
262,1.09736674858e-05
263,0.00204156083055
264,0.00204156083055
265,0.00333878514357
266,0.000603315653279
267,0.0031807157211
268,6.75272417539e-07
269,5.48433796155e-08
270,3.09761744575e-05
271,0.00333878514357
272,0.00333878514357
273,0.00311655178666
274,0.000516566913575
275,0.00285828392953
276,6.33816739537e-07
277,6.73438336207e-08
278,3.19673563354e-05
279,0.00311655178666
280,0.00311655178666
281,0.000212613493204
282,4.06274557463e-05
283,0.000205209900741
284,3.53837563694e-08
285,2.0996424599e-09
286,1.32226591631e-06
287,0.000212613493204
288,0.000212613493204
289,1.25512519844e-06
290,4.67282106342e-08
291,6.52916128274e-07
292,9.86250595081e-11
293,2.09137394902e-12
294,9.25218623937e-10
295,1.25512519844e-06
296,1.25512519844e-06
297,0.0179730094969
298,0.000857942330185
299,0.00566606782377
300,7.20683010513e-06
301,6.32283899904e-07
302,0.000410101551097
303,0.0179730094969
304,0.0179730094969
305,0.00291195395403
306,0.000297280290397
307,0.00156701635569
308,3.91155253965e-07
309,2.99198035236e-08
310,1.53168148245e-05
311,0.00291195395403
312,0.00291195395403
313,0.005426495336
314,0.000754124659579
315,0.00347753474489
316,1.26566430936e-06
317,1.41727483083e-07
318,6.61282756482e-05
319,0.005426495336
320,0.005426495336
321,0.00335126114078
322,0.000125941558508
323,0.00104657618795
324,2.92692561743e-07
325,2.26987495466e-08
326,1.0337373169e-05
327,0.00335126114078
328,0.00335126114078
329,0.00142125005368
330,6.33987947367e-05
331,0.000825249240734
332,1.92567640056e-07
333,7.70385266691e-09
334,4.71272869618e-06
335,0.00142125005368
336,0.00142125005368
337,0.005423061084
338,0.000895143020898
339,0.00385814812034
340,1.27811529183e-06
341,1.21435959954e-07
342,5.54349790036e-05
343,0.005423061084
344,0.005423061084
345,0.00338580668904
346,0.0006468052743
347,0.00301957549527
348,7.7607012372e-07
349,6.60925749685e-08
350,3.15524521284e-05
351,0.00338580668904
352,0.00338580668904
353,0.00353274401277
354,0.000138629649882
355,0.00148152001202
356,5.80138305395e-07
357,8.30532798091e-08
358,2.96367725241e-05
359,0.00353274401277
360,0.00353274401277
361,0.00534119876102
362,0.000208629309782
363,0.0023238202557
